AgeRange,Age,PassengerId,Name,Sex,Pclass,Survived
30-44,30.3,5106,"Robinson, Sir. Matthew",male,1,1
18-29,21.9,5107,"Allen, Major. Jason",male,2,0
45-59,45.7,5108,"Higgins, Col. Nicholas",male,2,0
45-59,50.8,5109,"Cooper, Major. Benjamin",male,1,0
0-17,8.4,5110,"Finley, Dr. Hunter",male,1,1
30-44,32.9,5111,"Reyes, Sir. Mark",male,1,0
45-59,49.6,5112,"Potter, Rev. James",male,1,1
30-44,42.3,5113,"Coleman, Major. James",male,3,0
30-44,44.6,5114,"Cook, Rev. Matthew",male,1,0
30-44,35.2,5115,"Hernandez, Col. Steven",male,3,0
18-29,29.4,5116,"Davis, Lady. Jennifer",female,2,1
30-44,31.5,5117,"Warren, Major. Jonathan",male,1,0
45-59,58.5,5118,"Powell, Rev. Jonathan",male,1,0
30-44,39.7,5119,"Sweeney, Countess. Crystal",female,1,1
30-44,34.0,5120,"Small, Col. Daryl",male,1,1
18-29,25.0,5121,"Miles, Lady. Madeline",female,1,1
60+,65.9,5122,"Ayala, Dr. Timothy",male,1,1
18-29,19.7,5123,"Bird, Miss. Angela",female,2,1
30-44,37.9,5124,"Lyons, Rev. John",male,1,1
45-59,52.7,5125,"Mitchell, Dr. Shannon",female,2,1
45-59,53.4,5126,"Curry, Mr. Bryan",male,1,0
45-59,46.5,5127,"Black, Sir. Juan",male,3,0
18-29,27.7,5128,"Henderson, Mr. Mark",male,2,0
45-59,52.9,5129,"Young, Rev. Andrew",male,1,1
30-44,39.6,5130,"Brown, Rev. Matthew",male,1,0
0-17,13.3,5131,"Black, Mrs. Heather",female,1,1
0-17,17.9,5132,"King, Mrs. Mary",female,2,1
18-29,27.0,5133,"Green, Major. Michael",male,2,0
30-44,39.6,5134,"Cannon, Dr. Kyle",male,1,1
30-44,44.0,5135,"Gates, Dr. Michael",male,1,0
18-29,26.8,5136,"Tran, Mrs. Nicole",female,1,1
30-44,38.9,5137,"Beck, Rev. Sean",male,3,0
18-29,28.2,5138,"Crawford, Sir. Alexander",male,1,0
18-29,18.5,5139,"Austin, Col. Michael",male,2,1
60+,71.0,5140,"Caldwell, Rev. Jason",male,1,1
0-17,8.9,5141,"Reese, Col. Matthew",male,2,0
0-17,5.0,5142,"Soto, Rev. Evan",male,1,0
18-29,25.5,5143,"Jones, Miss. Christina",female,1,1
18-29,21.8,5144,"Barrera, Dr. Nicole",female,1,1
18-29,20.4,5145,"Herman, Countess. Samantha",female,2,1
30-44,31.2,5146,"Brown, Miss. Lindsay",female,1,1
45-59,57.9,5147,"Adkins, Rev. Michael",male,1,0
30-44,35.2,5148,"Cole, Miss. Miranda",female,1,1
0-17,15.5,5149,"Wilson, Miss. Karen",female,1,1
30-44,43.5,5150,"Lewis, Mrs. Megan",female,3,1
0-17,9.5,5151,"Le, Mrs. Susan",female,1,1
18-29,28.8,5152,"Roach, Sir. Paul",male,3,0
0-17,11.5,5153,"Ellis, Miss. Robin",female,2,1
18-29,24.6,5154,"Fischer, Major. Shannon",male,1,0
0-17,12.4,5155,"Ramirez, Miss. Susan",female,3,0
18-29,26.8,5156,"Adams, Rev. Alec",male,3,0
30-44,37.2,5157,"Smith, Mr. Daniel",male,1,1
18-29,22.7,5158,"Bradley, Lady. Sarah",female,2,1
30-44,41.0,5159,"Soto, Dr. Walter",male,1,0
18-29,25.4,5160,"Hughes, Dr. Scott",male,1,1
45-59,52.4,5161,"Salinas, Dr. Alexis",female,1,1
45-59,52.1,5162,"Perez, Sir. Alexander",male,2,1
45-59,56.2,5163,"Chavez, Sir. Daniel",male,1,0
30-44,42.9,5164,"Smith, Mr. Justin",male,1,1
0-17,5.0,5165,"Oneill, Dr. Craig",male,2,0
18-29,22.5,5166,"Melendez, Major. Richard",male,3,1
0-17,8.4,5167,"Franklin, Dr. Amber",female,3,1
30-44,40.8,5168,"Jones, Rev. Sean",male,1,0
18-29,25.6,5169,"Orr, Dr. Jennifer",female,3,0
18-29,24.2,5170,"Ali, Countess. Taylor",female,3,0
45-59,55.1,5171,"Sanchez, Countess. Destiny",female,2,1
18-29,26.3,5172,"Liu, Dr. Laura",female,1,1
30-44,32.6,5173,"Rivera, Col. Kenneth",male,3,0
18-29,26.4,5174,"Meyer, Col. Aaron",male,1,0
30-44,31.1,5175,"Hamilton, Major. Christian",male,3,0
60+,68.2,5176,"Medina, Major. Robert",male,1,1
45-59,50.3,5177,"Ruiz, Dr. Michael",male,1,0
45-59,52.7,5178,"Petty, Miss. Faith",female,1,1
18-29,27.7,5179,"Richardson, Dr. Steven",male,1,0
18-29,28.7,5180,"Mcdonald, Lady. Lindsey",female,3,0
18-29,18.2,5181,"Sheppard, Lady. Brittany",female,2,1
18-29,21.2,5182,"Taylor, Rev. Malik",male,2,0
30-44,40.7,5183,"Myers, Dr. Courtney",female,1,1
30-44,41.9,5184,"Beard, Dr. Tricia",female,3,1
45-59,45.8,5185,"Wise, Sir. Joshua",male,1,0
0-17,0.5,5186,"Rivera, Mrs. Vicki",female,3,0
18-29,25.3,5187,"Wilson, Rev. Joseph",male,2,0
30-44,38.5,5188,"Jones, Sir. Matthew",male,1,0
45-59,56.4,5189,"Stanley, Rev. Ronald",male,1,0
30-44,41.0,5190,"Rowland, Lady. Katherine",female,1,1
18-29,27.0,5191,"Rodriguez, Sir. Leonard",male,3,0
0-17,8.3,5192,"Glover, Mrs. Jill",female,3,0
18-29,25.4,5193,"Kramer, Col. Michael",male,2,0
30-44,42.3,5194,"Powell, Countess. Brittany",female,1,1
18-29,25.0,5195,"Dalton, Col. Anthony",male,3,0
18-29,24.4,5196,"Anderson, Col. Ivan",male,2,0
30-44,34.1,5197,"Lowery, Lady. Kylie",female,1,1
30-44,35.8,5198,"Robinson, Dr. Michael",male,1,0
45-59,51.0,5199,"Young, Countess. Deborah",female,2,1
30-44,33.9,5200,"Long, Miss. Amy",female,1,0
30-44,40.3,5201,"Rodriguez, Dr. Elizabeth",female,1,1
45-59,51.6,5202,"Shaw, Major. Corey",male,1,1
30-44,36.0,5203,"Garcia, Major. Phillip",male,2,1
18-29,29.0,5204,"Nunez, Major. Luis",male,1,0
0-17,8.5,5205,"Lambert, Mrs. Kristina",female,2,1
30-44,35.4,5206,"Beck, Dr. Ryan",male,2,0
45-59,50.5,5207,"Garcia, Mrs. Anna",female,1,1
18-29,20.5,5208,"Hickman, Mrs. Lori",female,2,1
30-44,34.6,5209,"Ayala, Major. Thomas",male,1,0
45-59,46.3,5210,"Gomez, Rev. David",male,3,0
18-29,27.9,5211,"Turner, Major. Mark",male,3,0
45-59,52.5,5212,"Green, Miss. Connie",female,1,1
45-59,52.7,5213,"Harris, Mrs. Brittany",female,1,1
30-44,30.8,5214,"Elliott, Dr. James",male,2,1
0-17,9.8,5215,"Daniels, Lady. Amanda",female,3,1
30-44,42.0,5216,"Washington, Miss. Erin",female,1,1
18-29,26.5,5217,"White, Rev. Cory",male,1,0
18-29,20.0,5218,"Cunningham, Countess. Amber",female,3,0
45-59,51.2,5219,"Brooks, Lady. Lisa",female,3,0
18-29,18.2,5220,"Wong, Mrs. Julie",female,1,1
30-44,42.5,5221,"Dixon, Sir. Philip",male,1,1
30-44,41.0,5222,"Coleman, Sir. Christopher",male,1,1
30-44,33.3,5223,"Reed, Miss. Tracy",female,1,1
30-44,40.5,5224,"Macdonald, Major. Stephen",male,1,1
0-17,16.6,5225,"Ingram, Mrs. Laurie",female,2,1
45-59,53.1,5226,"Hughes, Col. Shaun",male,1,0
30-44,37.8,5227,"Palmer, Col. Jason",male,1,1
30-44,33.3,5228,"Castillo, Dr. Kristen",female,1,1
0-17,1.4,5229,"Baker, Sir. Craig",male,2,1
30-44,37.3,5230,"Schmitt, Dr. David",male,3,0
0-17,5.4,5231,"Flores, Sir. Thomas",male,2,0
30-44,31.4,5232,"Mcknight, Rev. Michael",male,2,0
30-44,44.4,5233,"Mills, Major. Reginald",male,3,0
18-29,29.5,5234,"Boone, Dr. Ruth",female,1,1
18-29,26.6,5235,"Herrera, Countess. Catherine",female,1,1
30-44,44.4,5236,"King, Major. Jesus",male,2,0
30-44,34.1,5237,"Smith, Major. Bryan",male,1,1
45-59,53.6,5238,"Rivers, Dr. Alyssa",female,1,1
45-59,52.0,5239,"Moore, Dr. Kiara",female,2,1
18-29,22.5,5240,"Watkins, Mr. Richard",male,1,0
18-29,28.3,5241,"Nunez, Sir. David",male,3,0
30-44,37.5,5242,"Middleton, Dr. Jane",female,3,0
45-59,48.1,5243,"Baxter, Dr. William",male,1,0
30-44,31.4,5244,"Nunez, Dr. Maria",female,1,1
45-59,45.6,5245,"Bradley, Col. Ruben",male,2,0
30-44,43.4,5246,"Estes, Mr. Cory",male,1,0
0-17,14.6,5247,"Gardner, Countess. Patricia",female,1,1
45-59,50.2,5248,"Adams, Major. Steven",male,1,1
30-44,41.9,5249,"Brandt, Miss. Kristina",female,1,1
0-17,7.6,5250,"Wilson, Lady. Gabriella",female,1,1
18-29,21.3,5251,"Simon, Dr. Zachary",male,2,0
18-29,28.5,5252,"Carroll, Major. Daniel",male,2,0
30-44,31.3,5253,"Hines, Sir. Bradley",male,3,0
0-17,7.8,5254,"Anderson, Dr. Kimberly",female,2,1
18-29,24.1,5255,"Morales, Rev. Michael",male,3,1
60+,61.6,5256,"Baker, Sir. Joel",male,1,0
18-29,25.5,5257,"Phillips, Dr. David",male,1,1
45-59,49.3,5258,"Arnold, Lady. Linda",female,2,1
0-17,0.2,5259,"Jones, Sir. Robert",male,1,0
18-29,21.6,5260,"Acosta, Col. Daniel",male,3,0
18-29,22.2,5261,"Acosta, Rev. Michael",male,3,1
0-17,12.5,5262,"Flores, Mrs. Cathy",female,3,1
60+,67.8,5263,"Johnson, Rev. Jose",male,1,0
30-44,37.5,5264,"Neal, Dr. Sara",female,3,1
30-44,43.3,5265,"Fleming, Dr. Amber",female,3,1
60+,65.9,5266,"Serrano, Sir. Brandon",male,1,0
18-29,28.7,5267,"Kelley, Mr. Derek",male,1,0
30-44,41.8,5268,"Patterson, Miss. Kelly",female,1,1
30-44,44.7,5269,"Briggs, Mrs. Melissa",female,1,1
0-17,14.9,5270,"Smith, Dr. Wayne",male,2,0
45-59,52.7,5271,"Thomas, Mr. Daniel",male,2,0
18-29,27.6,5272,"Richardson, Major. Lawrence",male,1,0
30-44,38.6,5273,"Branch, Countess. Laurie",female,2,1
30-44,36.9,5274,"Carter, Countess. Jennifer",female,1,1
0-17,11.2,5275,"Barnes, Dr. Jessica",female,1,1
30-44,34.1,5276,"Cruz, Sir. Daniel",male,1,0
45-59,52.5,5277,"Khan, Sir. Joseph",male,2,0
30-44,33.5,5278,"Howell, Major. Stephen",male,3,0
0-17,12.6,5279,"Robinson, Mr. Dale",male,2,0
30-44,40.9,5280,"Hansen, Dr. Scott",male,3,0
18-29,24.2,5281,"Wyatt, Rev. Tim",male,2,0
30-44,42.9,5282,"Gardner, Dr. Dawn",female,1,1
30-44,36.1,5283,"Newman, Miss. Jennifer",female,1,1
18-29,27.8,5284,"Rangel, Major. Gregory",male,1,1
45-59,53.8,5285,"Santiago, Dr. James",male,1,1
45-59,48.2,5286,"Ford, Sir. Darrell",male,1,1
30-44,40.8,5287,"Woods, Countess. Shannon",female,1,1
18-29,28.3,5288,"Arnold, Mr. Steven",male,3,0
60+,61.5,5289,"Thompson, Mr. Martin",male,1,1
30-44,41.3,5290,"Jones, Dr. Samantha",female,1,1
30-44,39.5,5291,"Thomas, Lady. Lauren",female,1,1
18-29,24.5,5292,"Larson, Mrs. Kathy",female,1,1
45-59,46.0,5293,"Williams, Mr. David",male,1,0
18-29,24.9,5294,"Garcia, Mr. Todd",male,2,0
45-59,59.3,5295,"Harris, Rev. Ian",male,1,1
0-17,0.5,5296,"Robinson, Mrs. Linda",female,2,1
0-17,7.0,5297,"Cross, Dr. Stephanie",female,3,1
30-44,34.1,5298,"White, Col. Seth",male,1,1
18-29,20.1,5299,"Cruz, Dr. Steven",male,1,0
18-29,25.2,5300,"Harris, Dr. Charles",male,2,0
18-29,21.1,5301,"Carrillo, Col. Kyle",male,3,0
45-59,48.0,5302,"Haynes, Major. William",male,1,0
18-29,29.9,5303,"Davila, Major. Matthew",male,3,0
18-29,22.6,5304,"Whitehead, Dr. Brian",male,2,0
30-44,36.7,5305,"Davidson, Mr. James",male,2,0
30-44,38.8,5306,"Dennis, Sir. James",male,1,0
18-29,21.7,5307,"Ochoa, Miss. Angela",female,1,1
30-44,33.7,5308,"Williams, Major. Marc",male,3,0
0-17,14.6,5309,"Orozco, Mr. Kyle",male,1,1
45-59,48.9,5310,"Downs, Col. Manuel",male,1,0
45-59,46.0,5311,"Whitney, Sir. Michael",male,1,0
18-29,22.0,5312,"Silva, Sir. Steven",male,1,0
45-59,47.0,5313,"Edwards, Col. Jonathan",male,1,1
18-29,19.5,5314,"Mccall, Sir. Dean",male,1,1
30-44,39.9,5315,"Mendoza, Mr. Eugene",male,1,0
18-29,27.4,5316,"Scott, Mrs. Donna",female,3,0
30-44,32.7,5317,"Butler, Col. Robert",male,1,0
18-29,28.2,5318,"Pittman, Major. Justin",male,3,0
18-29,24.2,5319,"Rodriguez, Rev. Jeffrey",male,3,0
45-59,46.0,5320,"Williams, Mrs. Amy",female,1,1
18-29,18.8,5321,"Robinson, Rev. Shawn",male,2,0
18-29,18.5,5322,"Gonzalez, Lady. Nicole",female,3,1
45-59,46.5,5323,"Anderson, Mr. Michael",male,3,0
30-44,40.9,5324,"Clark, Mrs. Michele",female,1,1
18-29,19.3,5325,"Hayes, Mr. Jeffrey",male,2,0
30-44,32.4,5326,"Cooper, Rev. Francisco",male,2,0
18-29,22.4,5327,"Ingram, Col. John",male,3,1
30-44,44.5,5328,"Dennis, Rev. David",male,1,1
0-17,6.7,5329,"Hunter, Miss. Courtney",female,1,1
0-17,10.8,5330,"Anderson, Mrs. Elizabeth",female,1,1
30-44,36.2,5331,"Hill, Mr. Ronald",male,1,0
0-17,12.8,5332,"Fletcher, Dr. Linda",female,3,0
60+,62.2,5333,"Greene, Rev. Robert",male,1,0
0-17,13.7,5334,"Brock, Lady. Megan",female,2,1
30-44,39.4,5335,"James, Sir. Dustin",male,1,0
30-44,39.9,5336,"Barrett, Major. Gregory",male,1,0
30-44,32.5,5337,"Young, Sir. Steve",male,1,1
30-44,31.2,5338,"May, Rev. Patrick",male,1,0
18-29,24.8,5339,"Morgan, Mrs. Beverly",female,2,1
30-44,35.6,5340,"Hernandez, Rev. Steven",male,1,0
18-29,28.2,5341,"Griffin, Sir. Robert",male,1,0
30-44,40.2,5342,"Reese, Sir. Jeffrey",male,1,1
18-29,27.9,5343,"Barker, Mrs. Alicia",female,3,1
60+,68.7,5344,"Benson, Sir. Richard",male,1,1
18-29,18.1,5345,"Kennedy, Dr. Danny",male,2,0
18-29,24.6,5346,"Wong, Sir. Stuart",male,2,0
45-59,52.2,5347,"Turner, Col. Gerald",male,1,0
30-44,37.0,5348,"Price, Col. Hunter",male,1,0
18-29,27.1,5349,"Hines, Dr. Jerome",male,1,0
30-44,35.6,5350,"Clark, Mr. Gabriel",male,1,1
30-44,38.6,5351,"Vega, Sir. Justin",male,2,0
45-59,50.8,5352,"Ryan, Rev. Timothy",male,1,0
0-17,15.4,5353,"Martin, Countess. Alice",female,3,1
30-44,40.7,5354,"Hernandez, Lady. Holly",female,1,1
30-44,42.5,5355,"Bradford, Dr. Christopher",male,1,0
30-44,42.3,5356,"Cole, Lady. Toni",female,1,1
30-44,36.6,5357,"Garrett, Col. Jeffrey",male,2,0
60+,60.1,5358,"Martinez, Mr. Clayton",male,1,0
45-59,46.6,5359,"Valdez, Sir. Christian",male,1,0
0-17,14.7,5360,"Leach, Col. Henry",male,3,0
0-17,11.0,5361,"Parker, Dr. Sonya",female,1,1
45-59,52.2,5362,"Miller, Lady. Brittany",female,1,1
18-29,20.9,5363,"Richardson, Major. Craig",male,3,0
18-29,29.2,5364,"Santiago, Mr. James",male,1,0
30-44,40.0,5365,"Davis, Mr. Bryan",male,2,1
18-29,21.6,5366,"Bradley, Major. Jesse",male,3,1
0-17,11.5,5367,"Bautista, Countess. Gina",female,3,0
30-44,41.1,5368,"Hall, Rev. David",male,1,1
0-17,14.8,5369,"Anderson, Rev. Bruce",male,2,0
18-29,28.2,5370,"Bradley, Countess. Amy",female,3,0
18-29,18.6,5371,"Mason, Miss. Samantha",female,1,1
18-29,22.0,5372,"Barnes, Miss. Kristen",female,1,1
30-44,43.8,5373,"Harris, Dr. Kevin",male,1,0
0-17,17.4,5374,"Martinez, Rev. John",male,2,0
30-44,32.4,5375,"Fletcher, Lady. Kaitlyn",female,1,1
45-59,54.1,5376,"Jones, Miss. Natalie",female,1,1
18-29,26.9,5377,"Khan, Rev. Charles",male,1,0
18-29,19.7,5378,"Mueller, Dr. Martin",male,3,0
30-44,37.3,5379,"Miller, Rev. Vincent",male,1,0
18-29,20.2,5380,"Robertson, Lady. Cheryl",female,3,0
30-44,39.0,5381,"Miles, Sir. Eric",male,1,0
45-59,55.2,5382,"Bray, Dr. Kevin",male,1,0
18-29,27.9,5383,"Hancock, Mr. Robert",male,3,0
30-44,37.7,5384,"Thompson, Col. Noah",male,1,0
30-44,37.4,5385,"Simon, Col. Leonard",male,3,0
45-59,53.1,5386,"Combs, Rev. Jordan",male,1,0
45-59,51.6,5387,"Anderson, Dr. Andre",male,1,1
30-44,32.2,5388,"Lawson, Countess. Katherine",female,1,1
0-17,6.9,5389,"Knight, Major. Joshua",male,2,0
0-17,14.4,5390,"Jones, Rev. Jason",male,3,1
30-44,35.0,5391,"Silva, Countess. Christine",female,3,1
0-17,8.7,5392,"Garcia, Lady. Julie",female,2,1
45-59,48.4,5393,"Green, Miss. Ashley",female,2,1
30-44,32.3,5394,"Garcia, Dr. Beth",female,1,1
30-44,31.1,5395,"Mann, Mrs. Christina",female,2,1
0-17,14.6,5396,"Cherry, Sir. David",male,2,0
30-44,36.0,5397,"Munoz, Countess. Shirley",female,1,1
30-44,40.6,5398,"Pruitt, Col. Dalton",male,3,0
18-29,28.9,5399,"Turner, Rev. Jose",male,1,0
18-29,22.6,5400,"Anderson, Rev. Michael",male,3,0
60+,69.9,5401,"Henderson, Dr. Joshua",male,1,0
18-29,27.9,5402,"Meyer, Rev. Nicholas",male,2,0
18-29,24.8,5403,"Phelps, Sir. Gary",male,1,1
30-44,34.3,5404,"Ochoa, Col. Joseph",male,1,0
30-44,38.7,5405,"Hughes, Countess. Patricia",female,3,0
30-44,32.0,5406,"Mckinney, Major. Paul",male,3,0
45-59,45.7,5407,"Vazquez, Dr. Judith",female,1,1
30-44,32.7,5408,"Rodriguez, Lady. Marcia",female,1,1
18-29,27.0,5409,"Henderson, Dr. Brad",male,3,0
18-29,29.6,5410,"Jefferson, Miss. Stacy",female,1,1
30-44,35.5,5411,"Prince, Lady. Hannah",female,1,0
18-29,22.8,5412,"Bauer, Col. Michael",male,3,1
0-17,15.7,5413,"Brooks, Miss. Madeline",female,2,1
18-29,18.2,5414,"Morris, Sir. Malik",male,2,0
30-44,34.4,5415,"Johnson, Countess. Jordan",female,1,1
30-44,40.8,5416,"Jones, Mr. Jeffery",male,1,1
0-17,14.3,5417,"Tyler, Dr. Rachael",female,2,1
18-29,29.9,5418,"Brown, Col. Herbert",male,2,0
30-44,37.1,5419,"White, Dr. Natalie",female,2,1
18-29,28.9,5420,"Mitchell, Sir. Joseph",male,1,1
30-44,34.8,5421,"King, Dr. Leslie",female,1,1
0-17,14.4,5422,"Smith, Countess. Ashley",female,2,1
30-44,39.1,5423,"Pham, Rev. Peter",male,1,1
0-17,12.9,5424,"Green, Rev. Scott",male,2,0
18-29,23.3,5425,"Robinson, Countess. Christine",female,2,1
30-44,32.8,5426,"Hogan, Major. Stephen",male,1,0
30-44,38.7,5427,"Smith, Dr. Crystal",female,2,1
30-44,30.4,5428,"Cline, Major. Brandon",male,1,0
30-44,41.1,5429,"Harris, Col. Ivan",male,2,0
30-44,34.9,5430,"Warren, Mrs. Jacqueline",female,1,1
45-59,45.7,5431,"Hernandez, Countess. Emily",female,1,1
45-59,50.6,5432,"Davis, Sir. Matthew",male,2,0
30-44,31.8,5433,"Perez, Col. Tony",male,2,0
45-59,52.6,5434,"Hill, Col. Michael",male,1,1
30-44,40.1,5435,"Robinson, Dr. Alexander",male,1,0
30-44,40.2,5436,"Kane, Dr. Joshua",male,1,0
30-44,38.0,5437,"Carr, Dr. John",male,2,1
30-44,43.9,5438,"Palmer, Countess. Alexis",female,1,1
45-59,45.2,5439,"Salazar, Sir. Michael",male,1,0
30-44,34.6,5440,"Johnson, Dr. Becky",female,1,1
45-59,52.7,5441,"Lara, Miss. Shannon",female,1,1
0-17,4.3,5442,"Riggs, Rev. Dennis",male,2,0
18-29,24.3,5443,"Nelson, Col. Gabriel",male,3,1
45-59,53.8,5444,"Young, Mr. Matthew",male,1,0
60+,61.1,5445,"Harris, Sir. John",male,2,0
0-17,16.9,5446,"Thomas, Mrs. Brandy",female,1,1
45-59,51.2,5447,"Hurley, Dr. Daniel",male,1,0
30-44,34.1,5448,"Ramos, Rev. Elijah",male,1,0
18-29,29.7,5449,"Ball, Rev. Michael",male,2,0
30-44,38.1,5450,"Weaver, Mrs. Samantha",female,1,1
30-44,42.4,5451,"Powell, Mr. Craig",male,1,0
30-44,34.6,5452,"Moss, Dr. Lindsey",female,1,1
30-44,34.3,5453,"Dalton, Sir. Zachary",male,2,0
18-29,26.1,5454,"Mclean, Dr. Katherine",female,1,1
30-44,32.2,5455,"Young, Major. Steve",male,3,0
45-59,51.3,5456,"Myers, Major. Zachary",male,1,0
0-17,15.1,5457,"Malone, Col. Stephen",male,2,0
0-17,17.7,5458,"Vaughan, Col. Robert",male,2,0
18-29,24.4,5459,"Lee, Sir. Phillip",male,1,0
30-44,40.4,5460,"Bradley, Rev. Carl",male,1,1
30-44,36.8,5461,"Bowman, Dr. Brittany",female,3,1
30-44,34.6,5462,"Wagner, Miss. Stephanie",female,3,1
30-44,38.6,5463,"Harvey, Dr. Albert",male,3,0
30-44,39.5,5464,"Booker, Rev. Michael",male,1,0
45-59,51.5,5465,"Hernandez, Col. Darren",male,1,0
18-29,23.0,5466,"Moyer, Dr. Lisa",female,2,0
45-59,49.6,5467,"Perkins, Mr. Bruce",male,3,0
45-59,54.0,5468,"Valencia, Miss. Kimberly",female,1,1
18-29,27.4,5469,"Valencia, Lady. Peggy",female,2,1
30-44,42.1,5470,"Pham, Lady. Terri",female,1,1
18-29,29.5,5471,"Brown, Major. Jason",male,3,0
30-44,32.7,5472,"Delgado, Rev. Robert",male,3,0
18-29,25.4,5473,"Gutierrez, Sir. Bradley",male,1,1
18-29,24.7,5474,"Jensen, Miss. Debra",female,3,1
30-44,42.1,5475,"Duke, Countess. Brenda",female,2,0
30-44,43.1,5476,"Martinez, Col. Justin",male,2,0
30-44,30.6,5477,"Wright, Sir. Michael",male,2,0
0-17,6.2,5478,"Mcintosh, Col. Alexander",male,3,0
18-29,24.4,5479,"Rasmussen, Sir. Michael",male,2,1
45-59,48.5,5480,"Roberts, Col. Michael",male,1,1
30-44,36.7,5481,"Russell, Rev. Carlos",male,1,1
30-44,35.2,5482,"Murray, Rev. Richard",male,3,0
45-59,51.4,5483,"Davis, Major. Robert",male,1,0
30-44,30.7,5484,"Yu, Lady. Christine",female,1,1
30-44,43.4,5485,"West, Countess. Donna",female,2,1
45-59,45.9,5486,"Stewart, Lady. Danielle",female,2,1
30-44,41.3,5487,"Sanders, Dr. Christopher",male,1,0
0-17,9.6,5488,"Robinson, Col. Brad",male,1,1
0-17,12.8,5489,"Morales, Dr. Kenneth",male,3,0
18-29,27.3,5490,"Mooney, Lady. Grace",female,1,0
45-59,46.3,5491,"Smith, Dr. John",male,1,0
60+,60.3,5492,"Parker, Sir. Michael",male,3,0
30-44,32.6,5493,"Adams, Countess. Laura",female,1,1
18-29,23.0,5494,"Turner, Miss. Brenda",female,2,1
45-59,55.5,5495,"Barnes, Miss. Jessica",female,3,0
45-59,55.7,5496,"Mckee, Mr. Timothy",male,1,1
30-44,34.2,5497,"Williams, Lady. Natalie",female,3,1
18-29,24.3,5498,"Hunter, Mr. David",male,1,1
30-44,42.2,5499,"Suarez, Countess. Tamara",female,1,1
0-17,16.1,5500,"Hansen, Lady. Karen",female,2,1
18-29,28.0,5501,"Solomon, Dr. Shirley",female,2,1
18-29,25.7,5502,"Bryant, Dr. Shawn",male,2,0
30-44,40.3,5503,"Jenkins, Dr. Kelly",male,1,0
60+,63.1,5504,"Parker, Sir. Caleb",male,1,1
18-29,25.3,5505,"Fernandez, Major. Richard",male,1,0
0-17,17.5,5506,"Miller, Miss. Emily",female,1,1
0-17,17.9,5507,"Robinson, Rev. Anthony",male,3,0
30-44,32.3,5508,"Mitchell, Mr. Rodney",male,2,0
45-59,54.3,5509,"Spencer, Sir. Christopher",male,1,0
18-29,18.2,5510,"Fields, Mrs. Diana",female,3,0
60+,62.4,5511,"Frye, Major. Stephen",male,1,1
18-29,19.3,5512,"Carroll, Rev. Stephen",male,1,1
45-59,56.2,5513,"Morales, Major. Luis",male,1,1
0-17,12.9,5514,"Reeves, Dr. Jacob",male,1,1
30-44,36.2,5515,"Jones, Mr. Michael",male,2,0
30-44,36.0,5516,"Garcia, Dr. Nicole",female,1,1
30-44,32.3,5517,"Porter, Rev. Brandon",male,1,0
0-17,17.1,5518,"Hall, Dr. Melissa",female,3,0
30-44,32.7,5519,"Trujillo, Col. Tyler",male,1,0
30-44,40.1,5520,"Baker, Col. Michael",male,1,0
18-29,27.0,5521,"Conner, Major. Adam",male,2,1
30-44,30.6,5522,"Young, Col. Michael",male,3,0
45-59,51.4,5523,"Hendricks, Major. Todd",male,1,1
30-44,30.9,5524,"Mendoza, Mrs. Tracy",female,1,1
45-59,50.2,5525,"Morales, Mr. Jeremy",male,1,0
30-44,37.4,5526,"Davis, Rev. Eric",male,3,0
30-44,37.1,5527,"Woodard, Major. Clifford",male,1,1
18-29,19.8,5528,"Spears, Dr. Jessica",female,1,1
18-29,29.8,5529,"Patel, Mr. Walter",male,3,1
18-29,29.4,5530,"Thomas, Mrs. Elizabeth",female,1,1
30-44,33.7,5531,"Norton, Dr. Melissa",female,1,1
45-59,52.5,5532,"Blair, Sir. Robert",male,1,1
18-29,20.0,5533,"Caldwell, Lady. Haley",female,2,1
18-29,26.4,5534,"Newton, Dr. Katherine",female,1,1
18-29,18.4,5535,"Thompson, Dr. Diana",female,3,0
45-59,49.0,5536,"Shepherd, Dr. Chad",male,1,0
30-44,31.2,5537,"Todd, Sir. Aaron",male,3,0
45-59,48.7,5538,"Rasmussen, Sir. Jake",male,1,1
18-29,25.8,5539,"Whitaker, Major. Christopher",male,1,1
18-29,21.5,5540,"Mueller, Dr. Carl",male,1,0
60+,66.1,5541,"Thomas, Rev. John",male,1,0
18-29,29.5,5542,"Park, Rev. Curtis",male,2,0
18-29,24.8,5543,"Todd, Lady. Dawn",female,2,1
18-29,24.7,5544,"Robinson, Mr. Cory",male,1,1
60+,79.5,5545,"Jacobs, Mr. James",male,1,0
30-44,30.6,5546,"King, Mrs. Rebecca",female,1,1
30-44,36.6,5547,"Murray, Dr. Casey",male,3,0
30-44,38.2,5548,"Norton, Mr. Richard",male,1,1
30-44,41.9,5549,"Fleming, Rev. Patrick",male,1,0
18-29,28.1,5550,"Bush, Dr. Eric",male,1,1
0-17,5.3,5551,"Dean, Major. Philip",male,1,1
30-44,38.8,5552,"Goodman, Major. Glenn",male,1,1
30-44,37.9,5553,"Foley, Countess. Shannon",female,3,0
18-29,28.6,5554,"Dalton, Sir. Richard",male,1,0
30-44,37.5,5555,"Adams, Dr. Gary",male,1,0
45-59,53.1,5556,"Ferrell, Dr. Johnny",male,1,0
