Embarked,Survived,PassengerId,Name,Pclass,Sex,Age
S,0,4958,"Patterson, Major. Juan",1,male,43.9
C,0,4959,"Shah, Rev. Curtis",1,male,40.7
S,0,4960,"Fletcher, Rev. Kyle",2,male,52.3
S,0,4961,"Flores, Dr. John",1,male,51.8
S,0,4962,"Anderson, Rev. Michael",1,male,48.2
S,0,4963,"Jackson, Dr. Julian",2,male,18.5
S,1,4964,"Henderson, Countess. Veronica",1,female,23.3
Q,1,4965,"Davis, Mrs. Rachel",1,female,0.2
C,1,4966,"Lee, Rev. Danny",1,male,34.6
C,0,4967,"Parsons, Major. Sean",3,male,36.7
Q,0,4968,"Gibson, Mr. Kyle",1,male,43.3
C,1,4969,"Anderson, Dr. Mark",1,male,37.2
S,0,4970,"Barnett, Col. Mark",3,male,30.6
S,0,4971,"Hubbard, Mr. Jeffery",1,male,25.7
S,0,4972,"Mcdonald, Rev. Jorge",1,male,53.8
C,1,4973,"Young, Dr. Judy",2,female,30.8
S,0,4974,"Quinn, Major. Louis",1,male,41.0
S,0,4975,"Maldonado, Lady. Angela",3,female,23.2
S,1,4976,"Johnson, Lady. April",1,female,36.9
S,1,4977,"Dean, Dr. Lindsey",2,female,26.3
S,1,4978,"Caldwell, Miss. Kimberly",3,female,0.4
S,1,4979,"Sanders, Dr. Melissa",1,female,34.9
S,0,4980,"Fletcher, Rev. Dean",2,male,39.7
S,0,4981,"Jones, Rev. William",3,male,19.7
S,1,4982,"Newman, Miss. Mary",1,female,4.1
S,0,4983,"Taylor, Mrs. Christine",3,female,30.8
S,0,4984,"Gonzales, Mr. Christopher",1,male,42.8
S,0,4985,"Hopkins, Rev. Nicholas",1,male,35.2
S,1,4986,"Perez, Lady. Victoria",3,female,0.2
S,0,4987,"Alvarez, Dr. Gerald",3,male,27.1
S,0,4988,"Anderson, Rev. William",2,male,5.7
C,1,4989,"Torres, Lady. Jennifer",1,female,41.0
S,1,4990,"Howard, Miss. Janice",2,female,44.4
S,0,4991,"Morris, Mr. Brian",1,male,29.6
S,1,4992,"Morrison, Mrs. Emily",1,female,35.6
S,1,4993,"Miller, Mr. Kevin",1,male,51.9
S,1,4994,"Hancock, Dr. Allison",1,female,55.0
S,1,4995,"Hatfield, Lady. Maria",3,female,33.5
S,0,4996,"Smith, Rev. Jeffrey",2,male,34.3
S,0,4997,"Bullock, Dr. Michael",1,male,37.5
S,1,4998,"Haynes, Lady. Tiffany",1,female,32.8
C,1,4999,"Thompson, Rev. Douglas",1,male,60.4
S,0,5000,"Zavala, Sir. Erik",1,male,18.9
S,0,5001,"Parker, Rev. Mark",1,male,35.7
S,1,5002,"Warren, Mrs. Meredith",1,female,38.7
S,1,5003,"Harding, Mr. Andrew",3,male,42.8
C,0,5004,"Rogers, Dr. Christopher",3,male,44.3
S,0,5005,"Smith, Mr. Jason",1,male,54.3
Q,0,5006,"Thornton, Major. Jeffrey",1,male,39.1
Q,0,5007,"Macdonald, Major. John",2,male,42.1
C,0,5008,"Anderson, Col. Joseph",1,male,17.5
S,1,5009,"Moore, Lady. Brittany",1,female,71.7
S,0,5010,"Nolan, Col. Samuel",2,male,42.6
C,0,5011,"Walker, Col. Jerry",2,male,9.7
S,1,5012,"Willis, Mrs. Jessica",2,female,18.0
S,1,5013,"Washington, Mrs. Caitlin",3,female,29.8
S,1,5014,"Garcia, Dr. Ellen",1,female,17.1
S,1,5015,"Long, Countess. Cassandra",1,female,48.3
S,0,5016,"Ortiz, Lady. Joy",3,female,42.9
S,1,5017,"Smith, Mrs. Melissa",1,female,18.7
S,0,5018,"Saunders, Rev. Micheal",3,male,37.2
S,1,5019,"Jones, Rev. Daniel",3,male,40.8
C,0,5020,"Fisher, Major. Aaron",3,male,10.8
S,0,5021,"Perez, Major. Michael",1,male,12.0
S,1,5022,"Johnson, Mrs. Natalie",1,female,19.8
S,1,5023,"Jones, Countess. Tammy",3,female,9.4
S,0,5024,"Roberson, Mr. Jacob",2,male,21.5
S,0,5025,"Reed, Major. Travis",1,male,53.8
S,0,5026,"Jones, Mr. Timothy",3,male,0.5
S,0,5027,"Gordon, Rev. John",2,male,41.9
S,1,5028,"Pierce, Dr. Alyssa",1,female,44.9
S,1,5029,"Murray, Lady. Barbara",1,female,41.0
S,0,5030,"Kennedy, Dr. Anthony",3,male,40.2
S,0,5031,"Blake, Col. Chris",2,male,56.9
S,1,5032,"Simpson, Mrs. Cathy",1,female,55.3
S,1,5033,"Le, Miss. Lori",3,female,38.0
S,1,5034,"Crane, Dr. Sharon",1,female,35.1
S,0,5035,"Martinez, Col. Daniel",2,male,31.8
Q,1,5036,"Hunt, Mrs. Dominique",1,female,43.7
S,0,5037,"Hunt, Mr. Craig",1,male,38.6
S,1,5038,"Gonzalez, Lady. Virginia",1,female,42.8
S,0,5039,"Garcia, Mr. Timothy",1,male,32.1
S,1,5040,"Miller, Dr. Cynthia",1,female,21.4
S,1,5041,"Marsh, Countess. Jennifer",1,female,4.4
C,1,5042,"Davis, Sir. Paul",1,male,54.0
Q,0,5043,"White, Mr. Manuel",1,male,2.9
S,1,5044,"Hall, Countess. Tina",1,female,57.9
Q,0,5045,"Brown, Mr. Charles",1,male,21.2
Q,1,5046,"Gutierrez, Dr. Kelli",1,female,30.9
S,1,5047,"Jenkins, Mrs. Nicole",1,female,36.8
C,1,5048,"Lamb, Miss. Caitlin",3,female,33.6
S,1,5049,"Moore, Miss. Melissa",1,female,35.2
S,1,5050,"Cruz, Col. Eric",1,male,57.1
S,0,5051,"Swanson, Mrs. Mary",3,female,0.2
C,0,5052,"Hayes, Dr. Mark",3,male,37.1
S,1,5053,"Moore, Sir. Bryan",1,male,35.3
S,1,5054,"Fisher, Miss. Natasha",1,female,25.9
S,1,5055,"Thomas, Major. Anthony",1,male,60.8
S,1,5056,"Fox, Mrs. Theresa",2,female,7.6
S,1,5057,"Rios, Sir. Jesse",1,male,67.4
S,0,5058,"Lewis, Rev. Arthur",1,male,45.8
S,1,5059,"Suarez, Mrs. Katherine",1,female,16.2
C,0,5060,"Griffith, Mr. Walter",3,male,40.8
S,1,5061,"Calderon, Rev. Christopher",1,male,56.8
S,0,5062,"Sanchez, Col. Joshua",3,male,47.1
C,0,5063,"Sanchez, Major. Eugene",3,male,28.8
S,1,5064,"Perez, Lady. Amy",1,female,12.3
S,1,5065,"Price, Countess. Emily",2,female,48.9
S,0,5066,"Anderson, Rev. Aaron",1,male,22.2
C,1,5067,"Frazier, Mr. Charles",1,male,34.0
C,0,5068,"Smith, Countess. Kristin",3,female,19.3
S,1,5069,"Watts, Major. Alexander",1,male,44.1
C,0,5070,"Mitchell, Miss. Jennifer",3,female,23.8
S,1,5071,"Osborne, Miss. Jessica",2,female,42.8
S,1,5072,"Wilson, Dr. Michael",1,male,50.1
Q,1,5073,"Lewis, Mrs. Patricia",3,female,8.2
S,0,5074,"Shah, Col. Kyle",1,male,32.5
S,0,5075,"Mejia, Dr. Sheila",3,female,27.2
S,0,5076,"Levy, Col. Jonathan",1,male,52.4
S,0,5077,"Farmer, Mr. Tyler",3,male,29.0
S,1,5078,"Carter, Dr. Amy",1,female,34.9
S,1,5079,"Taylor, Countess. Janice",1,female,41.6
S,0,5080,"Davis, Col. Mario",1,male,39.2
S,1,5081,"Evans, Sir. Daniel",2,male,36.1
S,0,5082,"Watson, Dr. Manuel",2,male,65.7
S,1,5083,"Harris, Countess. Gloria",1,female,39.7
S,1,5084,"Reed, Dr. Stephanie",2,female,28.0
Q,1,5085,"Smith, Miss. Anna",1,female,38.7
C,1,5086,"Wood, Sir. Timothy",1,male,39.3
Q,0,5087,"Orozco, Major. Henry",2,male,41.3
C,1,5088,"Rhodes, Miss. Carrie",2,female,41.0
S,0,5089,"Thompson, Mr. David",2,male,49.7
S,0,5090,"Khan, Dr. Paula",3,female,19.6
C,0,5091,"Webb, Mr. Andrew",1,male,44.4
Q,0,5092,"Garcia, Mr. Daniel",1,male,60.0
S,1,5093,"Smith, Lady. Elizabeth",1,female,48.5
S,0,5094,"Phillips, Rev. Louis",1,male,45.3
S,0,5095,"Roberson, Major. Harold",3,male,15.1
S,1,5096,"Nash, Mrs. Heather",3,female,39.3
S,1,5097,"Davis, Mrs. Monica",1,female,43.9
S,1,5098,"Townsend, Countess. Kimberly",1,female,16.6
S,1,5099,"Campos, Countess. Angela",1,female,27.8
S,0,5100,"Williams, Mr. Michael",1,male,34.3
C,1,5101,"Hill, Miss. Jennifer",2,female,31.1
S,0,5102,"Novak, Dr. Shawn",2,male,27.0
Q,1,5103,"Gordon, Sir. Martin",1,male,39.0
S,0,5104,"Robinson, Major. Robert",2,male,33.3
C,1,5105,"Martin, Dr. Latoya",1,female,12.7
C,1,5106,"Robinson, Sir. Matthew",1,male,30.3
S,0,5107,"Allen, Major. Jason",2,male,21.9
S,0,5108,"Higgins, Col. Nicholas",2,male,45.7
Q,0,5109,"Cooper, Major. Benjamin",1,male,50.8
S,1,5110,"Finley, Dr. Hunter",1,male,8.4
S,0,5111,"Reyes, Sir. Mark",1,male,32.9
Q,1,5112,"Potter, Rev. James",1,male,49.6
C,0,5113,"Coleman, Major. James",3,male,42.3
C,0,5114,"Cook, Rev. Matthew",1,male,44.6
S,0,5115,"Hernandez, Col. Steven",3,male,35.2
C,1,5116,"Davis, Lady. Jennifer",2,female,29.4
S,0,5117,"Warren, Major. Jonathan",1,male,31.5
S,0,5118,"Powell, Rev. Jonathan",1,male,58.5
S,1,5119,"Sweeney, Countess. Crystal",1,female,39.7
S,1,5120,"Small, Col. Daryl",1,male,34.0
S,1,5121,"Miles, Lady. Madeline",1,female,25.0
S,1,5122,"Ayala, Dr. Timothy",1,male,65.9
Q,1,5123,"Bird, Miss. Angela",2,female,19.7
C,1,5124,"Lyons, Rev. John",1,male,37.9
S,1,5125,"Mitchell, Dr. Shannon",2,female,52.7
S,0,5126,"Curry, Mr. Bryan",1,male,53.4
S,0,5127,"Black, Sir. Juan",3,male,46.5
S,0,5128,"Henderson, Mr. Mark",2,male,27.7
S,1,5129,"Young, Rev. Andrew",1,male,52.9
S,0,5130,"Brown, Rev. Matthew",1,male,39.6
Q,1,5131,"Black, Mrs. Heather",1,female,13.3
S,1,5132,"King, Mrs. Mary",2,female,17.9
S,0,5133,"Green, Major. Michael",2,male,27.0
Q,1,5134,"Cannon, Dr. Kyle",1,male,39.6
S,0,5135,"Gates, Dr. Michael",1,male,44.0
Q,1,5136,"Tran, Mrs. Nicole",1,female,26.8
C,0,5137,"Beck, Rev. Sean",3,male,38.9
S,0,5138,"Crawford, Sir. Alexander",1,male,28.2
S,1,5139,"Austin, Col. Michael",2,male,18.5
C,1,5140,"Caldwell, Rev. Jason",1,male,71.0
S,0,5141,"Reese, Col. Matthew",2,male,8.9
S,0,5142,"Soto, Rev. Evan",1,male,5.0
S,1,5143,"Jones, Miss. Christina",1,female,25.5
S,1,5144,"Barrera, Dr. Nicole",1,female,21.8
S,1,5145,"Herman, Countess. Samantha",2,female,20.4
S,1,5146,"Brown, Miss. Lindsay",1,female,31.2
S,0,5147,"Adkins, Rev. Michael",1,male,57.9
S,1,5148,"Cole, Miss. Miranda",1,female,35.2
S,1,5149,"Wilson, Miss. Karen",1,female,15.5
S,1,5150,"Lewis, Mrs. Megan",3,female,43.5
S,1,5151,"Le, Mrs. Susan",1,female,9.5
S,0,5152,"Roach, Sir. Paul",3,male,28.8
S,1,5153,"Ellis, Miss. Robin",2,female,11.5
C,0,5154,"Fischer, Major. Shannon",1,male,24.6
S,0,5155,"Ramirez, Miss. Susan",3,female,12.4
S,0,5156,"Adams, Rev. Alec",3,male,26.8
S,1,5157,"Smith, Mr. Daniel",1,male,37.2
S,1,5158,"Bradley, Lady. Sarah",2,female,22.7
C,0,5159,"Soto, Dr. Walter",1,male,41.0
S,1,5160,"Hughes, Dr. Scott",1,male,25.4
S,1,5161,"Salinas, Dr. Alexis",1,female,52.4
S,1,5162,"Perez, Sir. Alexander",2,male,52.1
S,0,5163,"Chavez, Sir. Daniel",1,male,56.2
S,1,5164,"Smith, Mr. Justin",1,male,42.9
S,0,5165,"Oneill, Dr. Craig",2,male,5.0
S,1,5166,"Melendez, Major. Richard",3,male,22.5
S,1,5167,"Franklin, Dr. Amber",3,female,8.4
S,0,5168,"Jones, Rev. Sean",1,male,40.8
S,0,5169,"Orr, Dr. Jennifer",3,female,25.6
S,0,5170,"Ali, Countess. Taylor",3,female,24.2
S,1,5171,"Sanchez, Countess. Destiny",2,female,55.1
S,1,5172,"Liu, Dr. Laura",1,female,26.3
S,0,5173,"Rivera, Col. Kenneth",3,male,32.6
C,0,5174,"Meyer, Col. Aaron",1,male,26.4
S,0,5175,"Hamilton, Major. Christian",3,male,31.1
Q,1,5176,"Medina, Major. Robert",1,male,68.2
Q,0,5177,"Ruiz, Dr. Michael",1,male,50.3
S,1,5178,"Petty, Miss. Faith",1,female,52.7
C,0,5179,"Richardson, Dr. Steven",1,male,27.7
S,0,5180,"Mcdonald, Lady. Lindsey",3,female,28.7
S,1,5181,"Sheppard, Lady. Brittany",2,female,18.2
S,0,5182,"Taylor, Rev. Malik",2,male,21.2
S,1,5183,"Myers, Dr. Courtney",1,female,40.7
S,1,5184,"Beard, Dr. Tricia",3,female,41.9
Q,0,5185,"Wise, Sir. Joshua",1,male,45.8
S,0,5186,"Rivera, Mrs. Vicki",3,female,0.5
Q,0,5187,"Wilson, Rev. Joseph",2,male,25.3
S,0,5188,"Jones, Sir. Matthew",1,male,38.5
Q,0,5189,"Stanley, Rev. Ronald",1,male,56.4
C,1,5190,"Rowland, Lady. Katherine",1,female,41.0
Q,0,5191,"Rodriguez, Sir. Leonard",3,male,27.0
S,0,5192,"Glover, Mrs. Jill",3,female,8.3
S,0,5193,"Kramer, Col. Michael",2,male,25.4
S,1,5194,"Powell, Countess. Brittany",1,female,42.3
Q,0,5195,"Dalton, Col. Anthony",3,male,25.0
S,0,5196,"Anderson, Col. Ivan",2,male,24.4
S,1,5197,"Lowery, Lady. Kylie",1,female,34.1
S,0,5198,"Robinson, Dr. Michael",1,male,35.8
S,1,5199,"Young, Countess. Deborah",2,female,51.0
S,0,5200,"Long, Miss. Amy",1,female,33.9
S,1,5201,"Rodriguez, Dr. Elizabeth",1,female,40.3
S,1,5202,"Shaw, Major. Corey",1,male,51.6
S,1,5203,"Garcia, Major. Phillip",2,male,36.0
S,0,5204,"Nunez, Major. Luis",1,male,29.0
S,1,5205,"Lambert, Mrs. Kristina",2,female,8.5
S,0,5206,"Beck, Dr. Ryan",2,male,35.4
C,1,5207,"Garcia, Mrs. Anna",1,female,50.5
S,1,5208,"Hickman, Mrs. Lori",2,female,20.5
S,0,5209,"Ayala, Major. Thomas",1,male,34.6
S,0,5210,"Gomez, Rev. David",3,male,46.3
S,0,5211,"Turner, Major. Mark",3,male,27.9
S,1,5212,"Green, Miss. Connie",1,female,52.5
S,1,5213,"Harris, Mrs. Brittany",1,female,52.7
S,1,5214,"Elliott, Dr. James",2,male,30.8
C,1,5215,"Daniels, Lady. Amanda",3,female,9.8
C,1,5216,"Washington, Miss. Erin",1,female,42.0
Q,0,5217,"White, Rev. Cory",1,male,26.5
S,0,5218,"Cunningham, Countess. Amber",3,female,20.0
S,0,5219,"Brooks, Lady. Lisa",3,female,51.2
S,1,5220,"Wong, Mrs. Julie",1,female,18.2
C,1,5221,"Dixon, Sir. Philip",1,male,42.5
Q,1,5222,"Coleman, Sir. Christopher",1,male,41.0
S,1,5223,"Reed, Miss. Tracy",1,female,33.3
S,1,5224,"Macdonald, Major. Stephen",1,male,40.5
S,1,5225,"Ingram, Mrs. Laurie",2,female,16.6
S,0,5226,"Hughes, Col. Shaun",1,male,53.1
S,1,5227,"Palmer, Col. Jason",1,male,37.8
S,1,5228,"Castillo, Dr. Kristen",1,female,33.3
C,1,5229,"Baker, Sir. Craig",2,male,1.4
S,0,5230,"Schmitt, Dr. David",3,male,37.3
S,0,5231,"Flores, Sir. Thomas",2,male,5.4
S,0,5232,"Mcknight, Rev. Michael",2,male,31.4
S,0,5233,"Mills, Major. Reginald",3,male,44.4
S,1,5234,"Boone, Dr. Ruth",1,female,29.5
S,1,5235,"Herrera, Countess. Catherine",1,female,26.6
S,0,5236,"King, Major. Jesus",2,male,44.4
C,1,5237,"Smith, Major. Bryan",1,male,34.1
C,1,5238,"Rivers, Dr. Alyssa",1,female,53.6
Q,1,5239,"Moore, Dr. Kiara",2,female,52.0
S,0,5240,"Watkins, Mr. Richard",1,male,22.5
S,0,5241,"Nunez, Sir. David",3,male,28.3
S,0,5242,"Middleton, Dr. Jane",3,female,37.5
S,0,5243,"Baxter, Dr. William",1,male,48.1
Q,1,5244,"Nunez, Dr. Maria",1,female,31.4
S,0,5245,"Bradley, Col. Ruben",2,male,45.6
S,0,5246,"Estes, Mr. Cory",1,male,43.4
C,1,5247,"Gardner, Countess. Patricia",1,female,14.6
C,1,5248,"Adams, Major. Steven",1,male,50.2
Q,1,5249,"Brandt, Miss. Kristina",1,female,41.9
S,1,5250,"Wilson, Lady. Gabriella",1,female,7.6
C,0,5251,"Simon, Dr. Zachary",2,male,21.3
S,0,5252,"Carroll, Major. Daniel",2,male,28.5
C,0,5253,"Hines, Sir. Bradley",3,male,31.3
S,1,5254,"Anderson, Dr. Kimberly",2,female,7.8
S,1,5255,"Morales, Rev. Michael",3,male,24.1
S,0,5256,"Baker, Sir. Joel",1,male,61.6
S,1,5257,"Phillips, Dr. David",1,male,25.5
C,1,5258,"Arnold, Lady. Linda",2,female,49.3
Q,0,5259,"Jones, Sir. Robert",1,male,0.2
C,0,5260,"Acosta, Col. Daniel",3,male,21.6
C,1,5261,"Acosta, Rev. Michael",3,male,22.2
S,1,5262,"Flores, Mrs. Cathy",3,female,12.5
S,0,5263,"Johnson, Rev. Jose",1,male,67.8
S,1,5264,"Neal, Dr. Sara",3,female,37.5
S,1,5265,"Fleming, Dr. Amber",3,female,43.3
C,0,5266,"Serrano, Sir. Brandon",1,male,65.9
C,0,5267,"Kelley, Mr. Derek",1,male,28.7
Q,1,5268,"Patterson, Miss. Kelly",1,female,41.8
C,1,5269,"Briggs, Mrs. Melissa",1,female,44.7
S,0,5270,"Smith, Dr. Wayne",2,male,14.9
C,0,5271,"Thomas, Mr. Daniel",2,male,52.7
S,0,5272,"Richardson, Major. Lawrence",1,male,27.6
S,1,5273,"Branch, Countess. Laurie",2,female,38.6
S,1,5274,"Carter, Countess. Jennifer",1,female,36.9
S,1,5275,"Barnes, Dr. Jessica",1,female,11.2
S,0,5276,"Cruz, Sir. Daniel",1,male,34.1
Q,0,5277,"Khan, Sir. Joseph",2,male,52.5
C,0,5278,"Howell, Major. Stephen",3,male,33.5
S,0,5279,"Robinson, Mr. Dale",2,male,12.6
S,0,5280,"Hansen, Dr. Scott",3,male,40.9
S,0,5281,"Wyatt, Rev. Tim",2,male,24.2
S,1,5282,"Gardner, Dr. Dawn",1,female,42.9
C,1,5283,"Newman, Miss. Jennifer",1,female,36.1
S,1,5284,"Rangel, Major. Gregory",1,male,27.8
C,1,5285,"Santiago, Dr. James",1,male,53.8
C,1,5286,"Ford, Sir. Darrell",1,male,48.2
S,1,5287,"Woods, Countess. Shannon",1,female,40.8
S,0,5288,"Arnold, Mr. Steven",3,male,28.3
S,1,5289,"Thompson, Mr. Martin",1,male,61.5
S,1,5290,"Jones, Dr. Samantha",1,female,41.3
S,1,5291,"Thomas, Lady. Lauren",1,female,39.5
S,1,5292,"Larson, Mrs. Kathy",1,female,24.5
S,0,5293,"Williams, Mr. David",1,male,46.0
S,0,5294,"Garcia, Mr. Todd",2,male,24.9
Q,1,5295,"Harris, Rev. Ian",1,male,59.3
S,1,5296,"Robinson, Mrs. Linda",2,female,0.5
Q,1,5297,"Cross, Dr. Stephanie",3,female,7.0
S,1,5298,"White, Col. Seth",1,male,34.1
S,0,5299,"Cruz, Dr. Steven",1,male,20.1
S,0,5300,"Harris, Dr. Charles",2,male,25.2
S,0,5301,"Carrillo, Col. Kyle",3,male,21.1
Q,0,5302,"Haynes, Major. William",1,male,48.0
S,0,5303,"Davila, Major. Matthew",3,male,29.9
S,0,5304,"Whitehead, Dr. Brian",2,male,22.6
S,0,5305,"Davidson, Mr. James",2,male,36.7
S,0,5306,"Dennis, Sir. James",1,male,38.8
S,1,5307,"Ochoa, Miss. Angela",1,female,21.7
S,0,5308,"Williams, Major. Marc",3,male,33.7
S,1,5309,"Orozco, Mr. Kyle",1,male,14.6
S,0,5310,"Downs, Col. Manuel",1,male,48.9
S,0,5311,"Whitney, Sir. Michael",1,male,46.0
C,0,5312,"Silva, Sir. Steven",1,male,22.0
S,1,5313,"Edwards, Col. Jonathan",1,male,47.0
S,1,5314,"Mccall, Sir. Dean",1,male,19.5
S,0,5315,"Mendoza, Mr. Eugene",1,male,39.9
S,0,5316,"Scott, Mrs. Donna",3,female,27.4
C,0,5317,"Butler, Col. Robert",1,male,32.7
C,0,5318,"Pittman, Major. Justin",3,male,28.2
S,0,5319,"Rodriguez, Rev. Jeffrey",3,male,24.2
S,1,5320,"Williams, Mrs. Amy",1,female,46.0
S,0,5321,"Robinson, Rev. Shawn",2,male,18.8
C,1,5322,"Gonzalez, Lady. Nicole",3,female,18.5
S,0,5323,"Anderson, Mr. Michael",3,male,46.5
C,1,5324,"Clark, Mrs. Michele",1,female,40.9
S,0,5325,"Hayes, Mr. Jeffrey",2,male,19.3
C,0,5326,"Cooper, Rev. Francisco",2,male,32.4
Q,1,5327,"Ingram, Col. John",3,male,22.4
S,1,5328,"Dennis, Rev. David",1,male,44.5
C,1,5329,"Hunter, Miss. Courtney",1,female,6.7
C,1,5330,"Anderson, Mrs. Elizabeth",1,female,10.8
C,0,5331,"Hill, Mr. Ronald",1,male,36.2
S,0,5332,"Fletcher, Dr. Linda",3,female,12.8
C,0,5333,"Greene, Rev. Robert",1,male,62.2
Q,1,5334,"Brock, Lady. Megan",2,female,13.7
S,0,5335,"James, Sir. Dustin",1,male,39.4
S,0,5336,"Barrett, Major. Gregory",1,male,39.9
S,1,5337,"Young, Sir. Steve",1,male,32.5
Q,0,5338,"May, Rev. Patrick",1,male,31.2
S,1,5339,"Morgan, Mrs. Beverly",2,female,24.8
S,0,5340,"Hernandez, Rev. Steven",1,male,35.6
C,0,5341,"Griffin, Sir. Robert",1,male,28.2
C,1,5342,"Reese, Sir. Jeffrey",1,male,40.2
S,1,5343,"Barker, Mrs. Alicia",3,female,27.9
C,1,5344,"Benson, Sir. Richard",1,male,68.7
S,0,5345,"Kennedy, Dr. Danny",2,male,18.1
S,0,5346,"Wong, Sir. Stuart",2,male,24.6
C,0,5347,"Turner, Col. Gerald",1,male,52.2
S,0,5348,"Price, Col. Hunter",1,male,37.0
S,0,5349,"Hines, Dr. Jerome",1,male,27.1
S,1,5350,"Clark, Mr. Gabriel",1,male,35.6
S,0,5351,"Vega, Sir. Justin",2,male,38.6
S,0,5352,"Ryan, Rev. Timothy",1,male,50.8
S,1,5353,"Martin, Countess. Alice",3,female,15.4
S,1,5354,"Hernandez, Lady. Holly",1,female,40.7
S,0,5355,"Bradford, Dr. Christopher",1,male,42.5
C,1,5356,"Cole, Lady. Toni",1,female,42.3
S,0,5357,"Garrett, Col. Jeffrey",2,male,36.6
S,0,5358,"Martinez, Mr. Clayton",1,male,60.1
S,0,5359,"Valdez, Sir. Christian",1,male,46.6
S,0,5360,"Leach, Col. Henry",3,male,14.7
S,1,5361,"Parker, Dr. Sonya",1,female,11.0
Q,1,5362,"Miller, Lady. Brittany",1,female,52.2
S,0,5363,"Richardson, Major. Craig",3,male,20.9
S,0,5364,"Santiago, Mr. James",1,male,29.2
S,1,5365,"Davis, Mr. Bryan",2,male,40.0
C,1,5366,"Bradley, Major. Jesse",3,male,21.6
S,0,5367,"Bautista, Countess. Gina",3,female,11.5
C,1,5368,"Hall, Rev. David",1,male,41.1
S,0,5369,"Anderson, Rev. Bruce",2,male,14.8
S,0,5370,"Bradley, Countess. Amy",3,female,28.2
S,1,5371,"Mason, Miss. Samantha",1,female,18.6
S,1,5372,"Barnes, Miss. Kristen",1,female,22.0
S,0,5373,"Harris, Dr. Kevin",1,male,43.8
S,0,5374,"Martinez, Rev. John",2,male,17.4
S,1,5375,"Fletcher, Lady. Kaitlyn",1,female,32.4
S,1,5376,"Jones, Miss. Natalie",1,female,54.1
S,0,5377,"Khan, Rev. Charles",1,male,26.9
S,0,5378,"Mueller, Dr. Martin",3,male,19.7
S,0,5379,"Miller, Rev. Vincent",1,male,37.3
S,0,5380,"Robertson, Lady. Cheryl",3,female,20.2
S,0,5381,"Miles, Sir. Eric",1,male,39.0
C,0,5382,"Bray, Dr. Kevin",1,male,55.2
Q,0,5383,"Hancock, Mr. Robert",3,male,27.9
C,0,5384,"Thompson, Col. Noah",1,male,37.7
S,0,5385,"Simon, Col. Leonard",3,male,37.4
S,0,5386,"Combs, Rev. Jordan",1,male,53.1
S,1,5387,"Anderson, Dr. Andre",1,male,51.6
C,1,5388,"Lawson, Countess. Katherine",1,female,32.2
S,0,5389,"Knight, Major. Joshua",2,male,6.9
S,1,5390,"Jones, Rev. Jason",3,male,14.4
S,1,5391,"Silva, Countess. Christine",3,female,35.0
S,1,5392,"Garcia, Lady. Julie",2,female,8.7
S,1,5393,"Green, Miss. Ashley",2,female,48.4
S,1,5394,"Garcia, Dr. Beth",1,female,32.3
C,1,5395,"Mann, Mrs. Christina",2,female,31.1
Q,0,5396,"Cherry, Sir. David",2,male,14.6
S,1,5397,"Munoz, Countess. Shirley",1,female,36.0
S,0,5398,"Pruitt, Col. Dalton",3,male,40.6
S,0,5399,"Turner, Rev. Jose",1,male,28.9
S,0,5400,"Anderson, Rev. Michael",3,male,22.6
S,0,5401,"Henderson, Dr. Joshua",1,male,69.9
S,0,5402,"Meyer, Rev. Nicholas",2,male,27.9
C,1,5403,"Phelps, Sir. Gary",1,male,24.8
C,0,5404,"Ochoa, Col. Joseph",1,male,34.3
S,0,5405,"Hughes, Countess. Patricia",3,female,38.7
S,0,5406,"Mckinney, Major. Paul",3,male,32.0
S,1,5407,"Vazquez, Dr. Judith",1,female,45.7
S,1,5408,"Rodriguez, Lady. Marcia",1,female,32.7
S,0,5409,"Henderson, Dr. Brad",3,male,27.0
S,1,5410,"Jefferson, Miss. Stacy",1,female,29.6
S,0,5411,"Prince, Lady. Hannah",1,female,35.5
S,1,5412,"Bauer, Col. Michael",3,male,22.8
S,1,5413,"Brooks, Miss. Madeline",2,female,15.7
C,0,5414,"Morris, Sir. Malik",2,male,18.2
S,1,5415,"Johnson, Countess. Jordan",1,female,34.4
S,1,5416,"Jones, Mr. Jeffery",1,male,40.8
Q,1,5417,"Tyler, Dr. Rachael",2,female,14.3
Q,0,5418,"Brown, Col. Herbert",2,male,29.9
C,1,5419,"White, Dr. Natalie",2,female,37.1
S,1,5420,"Mitchell, Sir. Joseph",1,male,28.9
S,1,5421,"King, Dr. Leslie",1,female,34.8
S,1,5422,"Smith, Countess. Ashley",2,female,14.4
Q,1,5423,"Pham, Rev. Peter",1,male,39.1
C,0,5424,"Green, Rev. Scott",2,male,12.9
S,1,5425,"Robinson, Countess. Christine",2,female,23.3
S,0,5426,"Hogan, Major. Stephen",1,male,32.8
C,1,5427,"Smith, Dr. Crystal",2,female,38.7
Q,0,5428,"Cline, Major. Brandon",1,male,30.4
Q,0,5429,"Harris, Col. Ivan",2,male,41.1
S,1,5430,"Warren, Mrs. Jacqueline",1,female,34.9
Q,1,5431,"Hernandez, Countess. Emily",1,female,45.7
S,0,5432,"Davis, Sir. Matthew",2,male,50.6
S,0,5433,"Perez, Col. Tony",2,male,31.8
S,1,5434,"Hill, Col. Michael",1,male,52.6
S,0,5435,"Robinson, Dr. Alexander",1,male,40.1
